"date","USD_JPY","USD_BGN","USD_CZK","USD_DKK","USD_GBP","USD_HUF","USD_PLN","USD_RON","USD_SEK","USD_CHF","USD_ISK","USD_NOK","USD_HRK","USD_RUB","USD_TRY","USD_AUD","USD_BRL","USD_CAD","USD_CNY","USD_HKD","USD_IDR","USD_ILS","USD_INR","USD_KRW","USD_MXN","USD_MYR","USD_NZD","USD_PHP","USD_SGD","USD_THB","USD_ZAR","USD_EUR","EUR_USD","EUR_JPY","EUR_BGN","EUR_CZK","EUR_DKK","EUR_GBP","EUR_HUF","EUR_PLN","EUR_RON","EUR_SEK","EUR_CHF","EUR_ISK","EUR_NOK","EUR_HRK","EUR_RUB","EUR_TRY","EUR_AUD","EUR_BRL","EUR_CAD","EUR_CNY","EUR_HKD","EUR_IDR","EUR_ILS","EUR_INR","EUR_KRW","EUR_MXN","EUR_MYR","EUR_NZD","EUR_PHP","EUR_SGD","EUR_THB","EUR_ZAR"
"2019-01-01",109.912664,1.708122,22.466376,6.521659,0.781249,280.331878,3.756681,4.072926,8.956157,0.984192,116.331878,8.688472,6.473799,69.620349,5.291528,1.416594,3.881223,1.362882,6.877817,7.831878,14410.480349,3.753013,69.633013,1116.09607,19.643755,4.132489,1.489607,52.500437,1.361659,32.359825,14.375022,0.873362,1.145,125.85,1.9558,25.724,7.4673,0.89453,320.98,4.3014,4.6635,10.2548,1.1269,133.2,9.9483,7.4125,79.7153,6.0588,1.622,4.444,1.5605,7.8751,8.9675,16500,4.2972,79.7298,1277.93,22.4921,4.7317,1.7056,60.113,1.5591,37.052,16.4594
"2019-01-02",109.04624,1.716066,22.59542,6.551636,0.791129,282.855137,3.769764,4.088795,8.962446,0.986137,117.048346,8.695973,6.510924,69.631394,5.363692,1.427832,3.854523,1.364131,6.858384,7.834869,14463.551812,3.747302,70.181188,1121.803984,19.649118,4.141002,1.49592,52.552426,1.364833,32.295341,14.484075,0.877424,1.1397,124.28,1.9558,25.752,7.4669,0.90165,322.37,4.2964,4.66,10.2145,1.1239,133.4,9.9108,7.4205,79.3589,6.113,1.6273,4.393,1.5547,7.8165,8.9294,16484.11,4.2708,79.9855,1278.52,22.3941,4.7195,1.7049,59.894,1.5555,36.807,16.5075
"2019-01-03",107.692986,1.723476,22.632182,6.580455,0.795841,284.111738,3.787011,4.111738,9.05957,0.988632,117.729996,8.733962,6.549612,68.965016,5.485372,1.435231,3.772823,1.356362,6.875132,7.83257,14410.001762,3.738544,70.151569,1127.220656,19.596757,4.143461,1.505552,52.589884,1.365968,32.18012,14.465016,0.881213,1.1348,122.21,1.9558,25.683,7.4675,0.90312,322.41,4.2975,4.666,10.2808,1.1219,133.6,9.9113,7.4325,78.2615,6.2248,1.6287,4.2814,1.5392,7.8019,8.8884,16352.47,4.2425,79.608,1279.17,22.2384,4.702,1.7085,59.679,1.5501,36.518,16.4149
"2019-01-04",108.041743,1.715163,22.496711,6.549066,0.789161,281.8995,3.767167,4.091555,8.985355,0.987109,117.512935,8.651057,6.518899,68.121547,5.411471,1.419714,3.761203,1.344208,6.86486,7.833465,14243.050075,3.711304,69.658423,1121.748663,19.563273,4.131018,1.494782,52.450232,1.361484,32.085416,14.134438,0.876962,1.1403,123.2,1.9558,25.653,7.4679,0.89988,321.45,4.2957,4.6656,10.246,1.1256,134,9.8648,7.4335,77.679,6.1707,1.6189,4.2889,1.5328,7.828,8.9325,16241.35,4.232,79.4315,1279.13,22.308,4.7106,1.7045,59.809,1.5525,36.587,16.1175
"2019-01-05",108.041743,1.715163,22.496711,6.549066,0.789161,281.8995,3.767167,4.091555,8.985355,0.987109,117.512935,8.651057,6.518899,68.121547,5.411471,1.419714,3.761203,1.344208,6.86486,7.833465,14243.050075,3.711304,69.658423,1121.748663,19.563273,4.131018,1.494782,52.450232,1.361484,32.085416,14.134438,0.876962,1.1403,123.2,1.9558,25.653,7.4679,0.89988,321.45,4.2957,4.6656,10.246,1.1256,134,9.8648,7.4335,77.679,6.1707,1.6189,4.2889,1.5328,7.828,8.9325,16241.35,4.232,79.4315,1279.13,22.308,4.7106,1.7045,59.809,1.5525,36.587,16.1175
"2019-01-06",108.041743,1.715163,22.496711,6.549066,0.789161,281.8995,3.767167,4.091555,8.985355,0.987109,117.512935,8.651057,6.518899,68.121547,5.411471,1.419714,3.761203,1.344208,6.86486,7.833465,14243.050075,3.711304,69.658423,1121.748663,19.563273,4.131018,1.494782,52.450232,1.361484,32.085416,14.134438,0.876962,1.1403,123.2,1.9558,25.653,7.4679,0.89988,321.45,4.2957,4.6656,10.246,1.1256,134,9.8648,7.4335,77.679,6.1707,1.6189,4.2889,1.5328,7.828,8.9325,16241.35,4.232,79.4315,1279.13,22.308,4.7106,1.7045,59.809,1.5525,36.587,16.1175
"2019-01-07",108.256881,1.708869,22.343381,6.524683,0.783923,280.567934,3.749061,4.073831,8.932722,0.980952,118.130188,8.564264,6.491044,66.899432,5.358235,1.401485,3.694976,1.335168,6.851988,7.835474,14087.051114,3.694015,69.628222,1119.397117,19.327392,4.117519,1.478812,52.407165,1.357012,31.985146,13.861424,0.873744,1.1445,123.9,1.9558,25.572,7.4675,0.8972,321.11,4.2908,4.6625,10.2235,1.1227,135.2,9.8018,7.429,76.5664,6.1325,1.604,4.2289,1.5281,7.8421,8.9677,16122.63,4.2278,79.6895,1281.15,22.1202,4.7125,1.6925,59.98,1.5531,36.607,15.8644
"2019-01-08",108.793706,1.709615,22.414336,6.526486,0.784467,281.59965,3.763549,4.083042,8.903409,0.981818,118.968531,8.54458,6.494406,67.062675,5.493969,1.402273,3.724126,1.329371,6.853584,7.838374,14145,3.698601,70.144231,1126.416084,19.370542,4.113024,1.488024,52.497378,1.359178,32.08479,14.01792,0.874126,1.144,124.46,1.9558,25.642,7.4663,0.89743,322.15,4.3055,4.671,10.1855,1.1232,136.1,9.775,7.4296,76.7197,6.2851,1.6042,4.2604,1.5208,7.8405,8.9671,16181.88,4.2312,80.245,1288.62,22.1599,4.7053,1.7023,60.057,1.5549,36.705,16.0365
"2019-01-09",108.860759,1.707377,22.373636,6.517765,0.784924,280.969009,3.751026,4.080052,8.927804,0.980358,119.511131,8.526233,6.484592,67.125709,5.534614,1.395199,3.687909,1.324487,6.828983,7.838411,14125.002182,3.678306,70.394151,1121.047577,19.293409,4.114535,1.476037,52.280227,1.356002,32.005238,13.979572,0.872981,1.1455,124.7,1.9558,25.629,7.4661,0.89913,321.85,4.2968,4.6737,10.2268,1.123,136.9,9.7668,7.4281,76.8925,6.3399,1.5982,4.2245,1.5172,7.8226,8.9789,16180.19,4.2135,80.6365,1284.16,22.1006,4.7132,1.6908,59.887,1.5533,36.662,16.0136
"2019-01-10",108.105765,1.695535,22.215865,6.472042,0.783901,278.422193,3.724231,4.058344,8.868921,0.977547,118.855657,8.451929,6.437365,66.969311,5.436411,1.38977,3.680191,1.32215,6.780494,7.838231,14079.003034,3.663719,70.394885,1117.503251,19.183615,4.097529,1.472302,52.160381,1.351019,31.904638,13.847508,0.866927,1.1535,124.7,1.9558,25.626,7.4655,0.90423,321.16,4.2959,4.6813,10.2303,1.1276,137.1,9.7493,7.4255,77.2491,6.2709,1.6031,4.2451,1.5251,7.8213,9.0414,16240.13,4.2261,81.2005,1289.04,22.1283,4.7265,1.6983,60.167,1.5584,36.802,15.9731
"2019-01-11",108.306598,1.695829,22.202376,6.472123,0.780499,278.85199,3.72609,4.054713,8.873493,0.982138,119.743345,8.460765,6.444117,67.083933,5.464667,1.384722,3.715339,1.322032,6.756438,7.840718,14086.551634,3.665828,70.534553,1117.801093,19.14142,4.090003,1.463019,52.203243,1.351253,31.930114,13.839764,0.867077,1.1533,124.91,1.9558,25.606,7.4643,0.90015,321.6,4.2973,4.6763,10.2338,1.1327,138.1,9.7578,7.432,77.3679,6.3024,1.597,4.2849,1.5247,7.7922,9.0427,16246.02,4.2278,81.3475,1289.16,22.0758,4.717,1.6873,60.206,1.5584,36.825,15.9614
"2019-01-12",108.306598,1.695829,22.202376,6.472123,0.780499,278.85199,3.72609,4.054713,8.873493,0.982138,119.743345,8.460765,6.444117,67.083933,5.464667,1.384722,3.715339,1.322032,6.756438,7.840718,14086.551634,3.665828,70.534553,1117.801093,19.14142,4.090003,1.463019,52.203243,1.351253,31.930114,13.839764,0.867077,1.1533,124.91,1.9558,25.606,7.4643,0.90015,321.6,4.2973,4.6763,10.2338,1.1327,138.1,9.7578,7.432,77.3679,6.3024,1.597,4.2849,1.5247,7.7922,9.0427,16246.02,4.2278,81.3475,1289.16,22.0758,4.717,1.6873,60.206,1.5584,36.825,15.9614
"2019-01-13",108.306598,1.695829,22.202376,6.472123,0.780499,278.85199,3.72609,4.054713,8.873493,0.982138,119.743345,8.460765,6.444117,67.083933,5.464667,1.384722,3.715339,1.322032,6.756438,7.840718,14086.551634,3.665828,70.534553,1117.801093,19.14142,4.090003,1.463019,52.203243,1.351253,31.930114,13.839764,0.867077,1.1533,124.91,1.9558,25.606,7.4643,0.90015,321.6,4.2973,4.6763,10.2338,1.1327,138.1,9.7578,7.432,77.3679,6.3024,1.597,4.2849,1.5247,7.7922,9.0427,16246.02,4.2278,81.3475,1289.16,22.0758,4.717,1.6873,60.206,1.5584,36.825,15.9614
"2019-01-14",108.075347,1.70559,22.290922,6.509026,0.778434,280.221505,3.74335,4.082585,8.938083,0.981774,120.781373,8.534752,6.481643,67.201709,5.515043,1.390512,3.72713,1.32781,6.766809,7.842853,14123.999302,3.657888,70.8289,1123.06619,19.170664,4.102991,1.466818,52.247318,1.353972,31.940351,13.884887,0.872068,1.1467,123.93,1.9558,25.561,7.4639,0.89263,321.33,4.2925,4.6815,10.2493,1.1258,138.5,9.7868,7.4325,77.0602,6.3241,1.5945,4.2739,1.5226,7.7595,8.9934,16195.99,4.1945,81.2195,1287.82,21.983,4.7049,1.682,59.912,1.5526,36.626,15.9218
